id,timestamp,score,hits,name,player_id
465,1757591673121,228,"[[0,0,1],[0,1,0],[0,0,0],[0,0,0],[0,0,0],[0,0,0],[0,0,0],[2,1,0],[0,3,0],[0,0,1],[0,0,0],[1,0,0],[0,0,0],[0,1,0],[0,2,0],[1,0,0],[0,1,0],[0,1,1],[0,1,0],[1,0,0]]",Angelo,6
466,1757591673121,144,"[[0,1,1],[1,0,0],[1,0,0],[0,0,0],[0,0,1],[0,1,0],[0,1,0],[0,0,1],[0,0,0],[0,0,1],[0,1,0],[1,0,0],[0,1,0],[1,1,0],[0,0,0],[0,0,0],[0,0,0],[0,0,1],[1,0,0],[0,0,0]]",Cramomille,7
467,1757601560318,460,"[[0,1,1],[1,1,3],[1,1,2],[1,2,0],[1,0,3],[0,0,3],[0,0,0],[0,1,1],[0,2,0],[2,1,0],[1,1,1],[0,0,1],[0,1,1],[0,1,0],[1,3,0],[3,0,1],[1,0,0],[1,0,0],[0,1,1],[1,1,0]]",Number One,0
468,1757601560318,401,"[[0,1,1],[0,0,1],[1,1,2],[1,2,0],[0,0,0],[0,0,3],[0,0,0],[0,1,0],[0,2,0],[1,1,0],[0,1,2],[0,0,1],[0,1,0],[0,1,0],[1,3,0],[3,0,1],[1,0,0],[0,1,0],[0,1,1],[1,1,0]]",Louis CLXXX,5
469,1757601560318,251,"[[0,1,0],[1,1,3],[0,0,0],[1,1,0],[1,0,3],[1,0,0],[0,0,0],[0,1,1],[1,0,0],[2,1,0],[1,1,1],[0,0,1],[0,1,1],[0,1,0],[1,0,0],[0,1,0],[1,0,0],[1,0,0],[0,0,0],[0,0,0]]",Robull,4
470,1757602094246,460,"[[1,0,1],[1,0,1],[0,0,1],[0,1,1],[1,0,1],[1,0,3],[0,0,1],[1,1,0],[1,0,1],[1,1,0],[0,1,0],[3,0,1],[1,1,0],[0,0,3],[1,1,0],[1,0,3],[1,1,1],[0,1,0],[1,0,1],[0,1,0]]",Number One,0
471,1757602094246,362,"[[1,0,0],[0,1,0],[0,0,0],[0,1,1],[0,0,1],[1,0,3],[0,0,1],[1,1,0],[1,0,1],[1,1,0],[0,0,0],[1,1,1],[1,1,0],[0,0,3],[1,1,0],[0,0,0],[1,1,1],[0,1,0],[1,0,1],[0,1,0]]",Louis CLXXX,5
472,1757602094246,353,"[[1,0,1],[1,0,1],[0,0,1],[0,0,1],[1,0,1],[1,1,1],[1,0,0],[1,1,0],[0,1,1],[0,0,0],[0,1,0],[3,0,1],[1,0,1],[0,1,0],[1,0,0],[1,0,3],[0,0,1],[1,0,0],[1,0,1],[0,1,0]]",Robull,4
473,1757678906376,478,"[[1,0,0],[1,0,1],[1,0,0],[0,2,1],[0,0,1],[1,0,3],[0,3,2],[0,1,2],[1,0,0],[0,1,0],[0,0,1],[0,3,0],[1,1,1],[0,0,3],[0,1,1],[0,3,1],[1,1,0],[0,0,2],[0,0,1],[1,1,0]]",Number One,0
474,1757678906376,303,"[[0,0,0],[0,0,0],[0,0,1],[0,2,1],[1,0,0],[1,0,3],[0,3,2],[0,1,2],[0,0,0],[0,0,1],[0,0,0],[0,0,0],[1,1,1],[0,0,3],[0,0,0],[0,0,0],[1,0,1],[0,0,2],[0,0,1],[0,1,0]]",Cramomille,7
475,1757678906376,290,"[[1,0,0],[1,0,1],[1,0,0],[0,1,0],[0,0,1],[0,1,1],[0,0,0],[0,0,0],[1,0,0],[0,1,0],[0,0,1],[0,3,0],[0,0,1],[0,1,0],[0,1,1],[0,3,1],[1,1,0],[0,0,0],[0,0,0],[1,1,0]]",Angelo,6
476,1757679743984,308,"[[1,1,1],[0,1,1],[0,3,0],[0,0,1],[0,0,0],[0,0,2],[0,0,0],[1,0,1],[1,0,2],[3,0,1],[0,1,1],[1,0,1],[0,0,1],[1,0,1],[0,1,0],[0,1,0],[1,0,0],[0,0,0],[0,1,1],[1,0,0]]",Number One,0
477,1757679743984,208,"[[1,1,1],[1,1,0],[0,0,3],[0,0,0],[0,0,0],[0,0,0],[0,0,0],[0,1,1],[1,0,2],[0,0,0],[1,0,0],[1,0,1],[0,0,0],[1,0,1],[0,1,0],[0,1,0],[1,0,0],[0,0,0],[0,1,1],[0,0,0]]",Cramomille,7
478,1757679743984,164,"[[0,1,0],[0,1,1],[0,3,0],[0,0,1],[0,0,0],[0,0,2],[0,0,0],[1,0,1],[1,0,0],[3,0,1],[0,1,1],[0,0,0],[0,0,1],[0,0,1],[0,0,0],[0,0,0],[0,0,0],[0,0,0],[0,0,0],[1,0,0]]",Angelo,6
479,1757687506444,404,"[[0,0,0],[0,3,0],[0,0,0],[0,0,0],[1,0,1],[3,1,0],[0,0,0],[1,0,2],[0,0,0],[3,0,1],[1,1,0],[0,1,0],[0,0,0],[0,0,0],[1,0,0],[1,1,2],[0,2,0],[1,2,0],[0,0,1],[1,3,0]]",Number One,0
480,1757687506444,315,"[[0,0,0],[0,0,0],[0,0,0],[0,0,0],[0,0,1],[3,1,0],[0,0,0],[0,0,0],[0,0,0],[3,0,1],[0,0,0],[0,1,0],[0,0,0],[0,0,0],[0,0,0],[1,1,2],[0,1,0],[1,2,0],[0,0,1],[1,3,0]]",Angelo,6
481,1757687506444,175,"[[0,0,0],[0,3,0],[0,0,0],[0,0,0],[1,0,1],[0,0,0],[0,0,0],[1,0,2],[0,0,0],[0,0,3],[1,1,0],[0,0,0],[0,0,0],[0,0,0],[1,0,0],[0,0,1],[0,2,0],[0,1,0],[0,0,0],[0,0,0]]",Cramomille,7
482,1757688461856,362,"[[0,0,0],[0,1,0],[1,0,1],[0,0,0],[1,0,0],[0,0,2],[3,0,0],[1,1,0],[1,0,0],[0,0,1],[0,0,3],[0,0,1],[0,1,0],[1,1,0],[1,0,0],[1,0,1],[0,0,0],[3,1,1],[2,0,0],[1,0,0]]",Number One,0
483,1757688461856,265,"[[0,0,0],[0,1,0],[1,0,1],[0,0,0],[1,0,0],[0,0,2],[3,0,0],[0,0,0],[0,0,0],[0,0,1],[0,0,0],[0,0,1],[0,1,0],[1,1,0],[1,0,0],[1,0,1],[0,0,0],[3,1,1],[0,1,0],[0,0,0]]",Cramomille,7
484,1757688461856,219,"[[0,0,0],[0,0,0],[0,0,0],[0,0,0],[1,0,0],[0,0,1],[1,0,1],[1,1,0],[1,0,0],[0,0,0],[0,0,3],[0,0,1],[0,0,0],[0,1,0],[0,0,0],[0,1,0],[0,0,0],[1,1,0],[2,0,0],[1,0,0]]",Angelo,6
485,1757946877138,545,"[[0,1,0],[0,0,3],[1,0,1],[1,0,0],[0,1,1],[0,3,3],[2,1,0],[2,1,0],[1,1,1],[1,1,0],[3,0,0],[0,0,1],[1,1,2],[0,1,1],[0,1,0],[0,1,1],[2,1,1],[1,3,0],[1,1,0],[0,1,1]]",Number One,0
486,1757946877138,341,"[[0,1,0],[0,1,0],[0,0,0],[1,0,0],[0,1,1],[1,1,0],[0,0,1],[1,0,1],[1,1,1],[1,1,0],[0,0,1],[0,0,0],[0,0,0],[0,0,0],[0,0,0],[0,1,1],[2,1,1],[1,3,0],[0,0,1],[0,1,1]]",Louis CLXXX,5
487,1757946877138,274,"[[0,0,0],[1,0,0],[1,0,1],[0,0,1],[0,1,1],[0,0,0],[2,1,0],[2,1,0],[1,0,0],[0,0,0],[0,0,0],[0,0,1],[1,1,2],[0,0,1],[0,1,0],[0,1,0],[1,1,1],[0,0,0],[1,1,0],[0,0,0]]",Robull,4
488,1757946877138,227,"[[0,1,0],[0,0,3],[0,0,0],[0,0,0],[0,0,0],[0,3,3],[0,1,0],[0,1,2],[0,0,0],[0,1,1],[0,0,0],[0,1,0],[1,0,0],[0,0,0],[0,0,0],[1,0,0],[0,0,0],[3,1,0],[0,0,0],[0,0,1]]",Angelo,6
489,1757946877138,207,"[[0,0,1],[0,1,1],[0,0,0],[0,0,0],[1,0,0],[0,0,0],[1,0,0],[0,0,0],[0,1,0],[0,0,1],[3,0,0],[0,1,0],[0,1,0],[0,1,1],[1,0,0],[0,0,0],[1,1,0],[1,1,0],[0,0,0],[0,0,0]]",Cramomille,7
490,1758021839024,784,"[[1,3,1],[1,1,1],[0,1,0],[1,3,3],[1,1,3],[0,1,0],[0,1,0],[1,2,1],[3,1,1],[2,1,0],[3,3,0],[2,3,0],[2,1,1],[3,0,3],[1,0,1],[0,2,3],[1,1,0],[1,2,0],[0,3,0],[0,3,1]]",Number One,0
491,1758021839024,532,"[[1,3,1],[2,0,0],[0,0,0],[1,3,3],[1,1,3],[0,0,1],[0,0,0],[0,1,0],[3,1,1],[2,1,0],[1,0,0],[0,1,0],[2,1,1],[1,1,1],[1,0,0],[0,2,3],[1,1,0],[0,1,1],[0,1,0],[1,3,0]]",Dart Simpson,3
492,1758021839024,354,"[[0,0,0],[0,1,0],[0,0,1],[0,3,0],[0,0,0],[0,0,1],[0,0,0],[1,2,1],[0,0,0],[0,0,1],[3,3,0],[1,0,0],[1,0,0],[3,0,3],[1,0,1],[1,0,1],[0,2,0],[0,0,1],[0,0,0],[0,0,0]]",Robull,4
493,1758021839024,349,"[[0,0,0],[1,1,1],[0,1,0],[1,0,1],[0,0,1],[0,1,0],[0,1,0],[0,1,1],[0,0,1],[0,0,0],[1,1,1],[0,0,0],[0,0,1],[1,1,0],[0,1,1],[1,1,0],[0,0,0],[1,2,0],[0,0,1],[0,3,1]]",Louis CLXXX,5
494,1758021839024,244,"[[1,0,0],[0,1,0],[0,1,0],[0,0,0],[1,0,0],[0,0,0],[0,0,0],[0,1,0],[0,0,0],[0,0,0],[0,1,0],[2,3,0],[0,0,0],[0,1,0],[1,0,1],[0,0,1],[0,1,0],[0,0,0],[0,3,0],[0,0,1]]",Angelo,6
495,1758021839024,104,"[[0,0,0],[0,0,1],[0,0,0],[1,0,0],[0,1,0],[0,0,0],[0,0,0],[0,1,0],[0,1,0],[1,0,0],[0,0,1],[0,0,1],[1,0,1],[0,0,0],[0,0,0],[0,0,0],[0,0,1],[0,0,0],[0,0,0],[0,0,0]]",Cramomille,7
496,1758032683251,720,"[[1,2,0],[0,1,0],[1,0,1],[1,1,0],[0,1,1],[1,1,0],[1,1,0],[1,1,1],[1,2,0],[1,3,1],[0,0,3],[1,0,1],[1,1,3],[1,1,0],[0,1,3],[1,1,3],[2,1,3],[1,2,0],[1,0,1],[3,0,1]]",Number One,0
497,1758032683251,491,"[[0,0,0],[0,0,0],[0,1,1],[0,0,1],[0,1,1],[1,0,1],[1,1,0],[1,1,1],[1,2,0],[0,0,1],[0,1,1],[1,0,1],[1,1,3],[1,1,0],[0,0,1],[1,0,0],[2,1,3],[1,2,0],[1,1,0],[0,0,1]]",Louis CLXXX,5
498,1758032683251,447,"[[1,2,0],[0,1,0],[1,0,1],[1,1,0],[0,1,1],[1,1,0],[0,1,0],[1,1,1],[1,0,0],[1,3,1],[0,0,0],[1,0,0],[2,0,0],[1,0,0],[1,0,1],[1,1,3],[0,0,0],[1,0,1],[1,0,1],[3,0,1]]",Robull,4
499,1758032683251,367,"[[0,0,0],[0,0,0],[0,0,0],[1,0,0],[0,1,0],[1,0,0],[0,0,0],[0,1,0],[0,0,0],[0,0,0],[0,0,3],[0,0,0],[0,1,3],[0,1,1],[0,0,1],[2,2,0],[0,0,1],[0,1,1],[0,0,1],[3,0,1]]",Cramomille,7
500,1758032683251,181,"[[0,0,0],[0,0,1],[0,0,0],[0,0,0],[0,0,0],[0,1,0],[0,0,1],[0,1,0],[0,1,0],[0,0,1],[0,0,1],[0,0,1],[0,1,1],[1,0,0],[0,1,3],[0,0,1],[0,0,0],[0,0,0],[0,0,0],[0,0,0]]",Angelo,6
501,1758109670235,479,"[[3,0,1],[0,1,0],[0,1,1],[0,1,1],[1,3,1],[1,1,1],[0,0,0],[0,3,0],[3,1,1],[1,1,1],[0,3,0],[0,0,3],[1,1,1],[1,0,1],[1,0,0],[0,1,0],[0,0,1],[1,1,0],[2,0,1],[1,1,0]]",Number One,0
502,1758109670235,373,"[[3,0,1],[0,0,0],[0,0,0],[0,0,0],[0,0,0],[1,1,1],[0,0,0],[1,0,1],[3,1,1],[1,1,1],[1,1,0],[0,0,3],[1,1,0],[1,0,1],[1,0,0],[0,0,0],[0,0,0],[1,1,0],[2,0,1],[1,1,0]]",Dart Simpson,3
503,1758109670235,217,"[[1,0,0],[0,0,1],[1,0,0],[0,1,1],[0,1,0],[1,0,1],[0,0,0],[0,3,0],[0,1,0],[0,0,0],[0,0,0],[0,1,0],[0,1,1],[0,2,0],[0,1,0],[1,0,0],[0,0,0],[1,1,0],[0,0,0],[0,1,0]]",Robull,4
504,1758109670235,200,"[[0,0,0],[0,1,0],[0,1,1],[0,0,0],[1,3,1],[0,0,0],[0,0,0],[0,0,0],[0,0,0],[0,0,0],[0,3,0],[1,0,0],[0,0,0],[1,1,0],[0,0,0],[0,0,0],[0,0,1],[1,0,0],[1,0,0],[1,1,0]]",Cramomille,7
505,1758109670235,145,"[[0,0,0],[0,0,0],[0,0,0],[0,1,0],[0,0,0],[0,0,0],[0,0,0],[0,1,0],[0,1,1],[0,1,0],[0,1,0],[0,1,2],[0,1,0],[2,0,0],[0,0,0],[0,0,0],[0,0,1],[0,0,0],[0,0,0],[0,0,0]]",Olivier,
506,1758109670235,144,"[[0,0,1],[0,1,0],[0,1,1],[0,0,0],[0,0,0],[0,1,0],[0,0,0],[1,0,0],[0,0,1],[0,0,2],[0,0,0],[0,0,0],[1,1,1],[0,0,0],[0,0,0],[0,1,0],[0,0,0],[0,0,1],[0,0,1],[0,0,0]]",Matt,1
507,1758549130237,564,"[[1,0,2],[0,1,1],[0,1,2],[1,3,1],[1,0,1],[1,1,1],[0,1,1],[1,0,0],[1,1,1],[0,1,1],[0,0,1],[0,1,3],[1,3,1],[1,1,2],[1,0,1],[0,0,1],[1,1,1],[0,1,1],[1,0,1],[3,0,1]]",Number One,0
508,1758549130237,464,"[[1,0,0],[1,0,0],[0,1,0],[1,3,1],[1,0,1],[0,0,0],[0,1,1],[0,0,0],[1,1,0],[0,1,1],[0,0,1],[1,0,1],[1,3,1],[0,3,0],[1,0,1],[0,0,1],[1,0,1],[0,1,1],[1,0,1],[3,0,1]]",Louis CLXXX,5
509,1758549130237,409,"[[1,0,0],[1,0,1],[0,1,2],[1,0,1],[0,0,0],[1,1,1],[0,1,0],[0,1,0],[0,0,3],[1,0,1],[0,0,1],[1,1,1],[0,2,3],[1,1,2],[0,1,1],[0,0,0],[1,1,1],[0,0,0],[2,0,0],[0,0,1]]",Dart Simpson,3
510,1758549130237,342,"[[1,0,2],[0,1,1],[0,0,1],[0,0,0],[0,0,1],[1,0,1],[1,1,0],[1,0,0],[1,1,1],[0,0,1],[0,0,0],[0,1,3],[3,0,0],[0,2,1],[0,0,0],[0,0,1],[0,1,0],[1,0,1],[1,1,0],[1,0,0]]",Robull,4
511,1758627726387,713,"[[1,1,2],[1,3,1],[1,1,0],[1,1,2],[0,1,1],[1,1,0],[0,0,3],[0,1,1],[0,1,2],[1,0,2],[3,2,3],[0,3,1],[3,1,0],[1,1,1],[1,0,3],[0,1,1],[1,0,2],[3,1,0],[0,1,3],[1,0,1]]",Number One,0
512,1758627726387,496,"[[0,1,1],[0,1,0],[1,0,0],[1,1,0],[0,1,0],[0,1,1],[0,0,0],[0,1,0],[0,1,2],[1,0,1],[3,2,3],[1,1,1],[1,1,1],[1,1,1],[1,0,3],[0,1,0],[1,0,2],[0,0,0],[2,1,0],[1,0,0]]",Robull,4
513,1758627726387,322,"[[1,1,2],[0,0,0],[1,1,0],[0,0,1],[1,0,0],[1,1,0],[0,0,1],[0,0,1],[1,1,0],[0,1,0],[0,0,0],[0,0,1],[1,1,1],[1,0,0],[0,0,0],[0,1,1],[0,1,0],[0,1,0],[0,1,3],[1,0,1]]",Louis CLXXX,5
514,1758627726387,298,"[[0,0,0],[0,0,1],[0,1,0],[1,0,1],[0,1,0],[0,0,0],[0,0,3],[1,0,0],[0,0,0],[1,0,2],[0,1,0],[0,1,0],[3,1,0],[1,0,2],[0,1,0],[0,1,0],[0,0,1],[1,0,0],[1,1,0],[0,0,0]]",Cramomille,7
515,1758627726387,298,"[[0,3,1],[1,3,1],[0,0,1],[1,1,2],[1,0,0],[1,0,0],[0,1,0],[0,1,1],[0,1,1],[0,0,1],[1,0,0],[1,0,1],[1,0,0],[0,0,1],[1,0,0],[1,0,1],[0,0,1],[0,1,0],[1,0,0],[1,1,0]]",Hugues,
516,1758627726387,278,"[[0,0,1],[2,0,0],[1,1,0],[1,1,0],[0,1,1],[0,0,0],[0,0,3],[0,0,0],[0,0,0],[1,1,0],[0,0,0],[0,3,1],[1,0,0],[0,0,3],[0,1,0],[0,0,0],[0,1,1],[0,0,1],[1,0,1],[0,0,0]]",Dart Simpson,3
517,1758627726387,199,"[[0,0,1],[0,1,0],[0,0,1],[0,0,0],[0,0,0],[0,0,0],[0,0,0],[0,1,0],[0,2,0],[0,0,0],[0,0,0],[0,0,0],[0,0,1],[0,0,0],[0,1,0],[0,1,0],[0,3,0],[3,1,0],[0,0,0],[0,0,0]]",Olivier,
518,1758637229316,738,"[[2,1,1],[0,1,1],[3,0,1],[1,0,1],[0,0,3],[3,1,1],[3,0,0],[1,1,1],[1,1,2],[1,0,3],[1,2,1],[1,1,1],[2,0,1],[0,2,1],[1,0,3],[1,1,1],[1,2,0],[1,3,3],[1,1,0],[2,1,0]]",Number One,0
519,1758637229316,532,"[[0,0,1],[0,0,1],[0,0,1],[0,0,1],[0,1,0],[0,0,0],[1,0,1],[1,1,0],[1,1,0],[0,1,1],[0,1,1],[0,1,2],[2,0,1],[0,2,1],[1,0,3],[1,1,1],[0,0,1],[1,3,3],[0,0,1],[1,0,1]]",Louis CLXXX,5
520,1758637229316,405,"[[0,1,0],[0,0,0],[0,0,0],[1,0,1],[0,0,3],[0,3,1],[3,0,0],[0,0,1],[0,1,1],[1,0,3],[0,1,0],[1,1,1],[1,0,0],[0,0,0],[1,1,0],[1,1,0],[1,1,0],[0,0,3],[0,0,0],[2,1,0]]",Hugues,
521,1758637229316,347,"[[1,0,0],[0,0,0],[0,2,1],[0,1,0],[0,1,1],[3,1,1],[1,0,1],[1,1,1],[1,1,2],[1,0,0],[0,0,0],[0,0,0],[1,1,0],[1,1,1],[0,0,0],[0,1,1],[1,2,0],[0,0,0],[1,1,0],[1,0,0]]",Robull,4
522,1758637229316,298,"[[1,0,0],[0,1,1],[3,0,1],[0,0,1],[0,1,1],[0,0,1],[0,1,0],[0,0,0],[0,1,0],[0,0,1],[1,2,1],[0,1,1],[1,0,1],[1,0,1],[0,3,1],[0,1,0],[0,0,0],[0,1,0],[0,1,0],[0,0,0]]",Dart Simpson,3
523,1758637229316,156,"[[2,1,1],[0,0,0],[1,0,1],[1,1,0],[0,0,0],[0,0,0],[0,1,1],[0,2,0],[0,0,1],[0,0,0],[0,0,0],[0,0,0],[0,1,0],[0,1,0],[0,0,1],[0,0,0],[0,0,0],[0,0,1],[1,0,0],[0,1,0]]",Cramomille,7
524,1758712618505,655,"[[0,0,3],[1,1,1],[0,1,0],[0,2,0],[3,0,1],[1,0,3],[1,1,0],[1,2,1],[0,3,1],[0,2,3],[0,3,1],[3,1,0],[1,0,1],[0,2,1],[1,0,1],[1,1,1],[1,1,0],[3,0,2],[0,0,3],[1,1,0]]",Number One,0
525,1758712618505,497,"[[0,0,0],[1,1,1],[0,0,0],[0,2,0],[3,0,1],[1,0,3],[0,0,0],[1,2,1],[0,3,1],[1,0,0],[1,0,0],[3,1,0],[0,1,0],[0,2,1],[1,0,1],[0,1,0],[1,0,1],[3,0,2],[0,0,3],[1,0,0]]",Robull,4
526,1758712618505,417,"[[0,0,1],[0,1,0],[0,1,0],[0,1,0],[0,1,1],[1,2,0],[0,1,0],[0,0,0],[0,1,0],[0,2,3],[0,3,1],[0,1,2],[1,0,1],[0,1,1],[0,1,0],[1,0,0],[1,1,0],[1,0,1],[1,0,1],[1,1,0]]",Dart Simpson,3
527,1758712618505,351,"[[0,0,3],[0,3,0],[0,0,0],[1,1,0],[0,0,0],[1,1,1],[1,1,0],[1,1,1],[1,1,1],[1,1,1],[0,0,1],[2,0,1],[0,0,0],[0,0,0],[0,0,1],[1,1,1],[1,0,1],[0,0,0],[1,1,1],[0,0,1]]",Louis CLXXX,5
528,1758801332113,712,"[[3,0,0],[0,3,0],[2,1,0],[1,1,1],[1,0,1],[2,1,0],[1,0,1],[3,1,1],[0,0,3],[0,1,3],[1,1,0],[0,0,3],[3,1,1],[2,0,1],[1,1,1],[0,3,0],[1,1,1],[1,3,2],[2,1,1],[1,0,1]]",Number One,0
529,1758801332113,426,"[[0,0,1],[0,0,0],[0,3,0],[0,1,0],[0,0,1],[2,1,0],[0,0,0],[0,1,1],[0,0,3],[0,1,3],[1,1,0],[0,0,0],[1,1,0],[0,0,1],[1,1,0],[1,1,0],[0,1,0],[1,3,2],[0,2,1],[0,0,0]]",Robull,4
530,1758801332113,361,"[[0,1,0],[0,0,0],[0,0,0],[0,0,0],[0,1,0],[2,0,0],[0,1,0],[3,1,1],[0,1,0],[1,1,0],[0,0,1],[3,0,0],[0,1,0],[0,0,1],[0,1,0],[0,0,1],[1,1,1],[1,1,1],[1,1,1],[0,0,0]]",Matt,1
531,1758801332113,337,"[[3,0,0],[0,0,1],[2,1,0],[0,1,0],[1,0,1],[1,0,1],[0,0,0],[1,1,1],[0,1,1],[1,0,0],[0,0,1],[0,0,1],[1,0,0],[2,0,1],[1,1,1],[0,3,0],[1,0,1],[0,0,0],[0,0,0],[1,0,1]]",Dart Simpson,3
532,1758801332113,309,"[[0,1,1],[0,0,0],[0,3,0],[1,1,1],[1,0,0],[0,0,1],[1,0,1],[0,1,0],[1,1,1],[0,0,0],[0,1,1],[0,0,1],[3,1,1],[0,0,0],[0,1,0],[0,1,0],[0,0,0],[0,0,0],[2,1,1],[1,0,0]]",Louis CLXXX,5
533,1758801332113,209,"[[0,0,0],[0,1,0],[0,0,0],[0,0,1],[0,0,1],[1,0,0],[1,0,0],[0,0,0],[0,0,0],[0,1,0],[0,1,1],[0,0,3],[0,0,0],[0,1,1],[0,0,0],[0,1,1],[0,0,0],[0,1,0],[0,0,1],[1,0,0]]",Angelo,6
534,1758801332113,194,"[[0,0,0],[0,3,0],[0,0,1],[0,0,0],[0,0,0],[0,1,0],[0,0,0],[0,0,3],[0,1,0],[1,0,0],[0,0,0],[0,1,0],[0,1,0],[1,1,1],[0,1,1],[0,0,0],[0,0,0],[0,0,0],[1,0,0],[0,1,0]]",Cramomille,7
535,1758801332113,124,"[[0,1,0],[0,1,0],[0,1,2],[0,0,0],[0,0,0],[0,0,0],[1,0,0],[1,0,0],[0,0,1],[0,0,1],[0,0,0],[0,2,0],[0,0,0],[0,0,0],[0,0,0],[1,0,0],[0,0,0],[1,0,0],[0,0,0],[1,0,0]]",Olivier,
536,1759231975154,737,"[[1,2,1],[3,0,1],[1,0,1],[1,1,1],[1,0,1],[0,1,3],[0,3,1],[3,1,0],[3,1,1],[0,1,2],[1,1,0],[1,1,1],[0,1,1],[1,1,1],[3,0,3],[0,0,3],[0,3,3],[1,1,0],[3,0,1],[1,1,1]]",Number One,0
537,1759231975154,423,"[[0,0,0],[3,0,1],[1,0,0],[1,0,0],[0,0,0],[1,0,1],[0,3,1],[0,0,0],[0,0,0],[1,0,0],[0,1,0],[0,1,0],[0,0,1],[0,1,0],[3,0,3],[0,0,0],[0,3,3],[0,0,1],[0,1,1],[1,1,1]]",Dart Simpson,3
538,1759231975154,380,"[[1,3,0],[0,0,1],[0,0,1],[1,1,1],[1,0,1],[1,1,0],[0,0,1],[1,1,1],[3,1,1],[0,1,2],[1,0,1],[0,1,0],[1,1,0],[1,0,0],[1,1,0],[0,0,0],[1,1,0],[0,1,1],[1,1,1],[0,0,0]]",Louis CLXXX,5
539,1759231975154,334,"[[1,2,1],[0,1,1],[0,0,1],[1,1,0],[0,0,0],[1,0,0],[1,1,0],[1,1,0],[0,0,1],[1,1,0],[0,0,0],[0,0,0],[0,0,1],[1,1,1],[0,1,1],[0,0,1],[0,0,1],[1,1,0],[3,0,1],[0,0,1]]",Darts Vador,2
540,1759231975154,260,"[[0,0,0],[0,0,0],[0,0,0],[1,1,1],[1,0,0],[0,1,3],[0,0,0],[3,1,0],[0,1,1],[0,0,0],[1,1,0],[0,0,1],[0,1,1],[1,0,1],[0,0,1],[0,0,3],[0,0,0],[0,0,1],[0,0,0],[0,0,0]]",Robull,4
541,1759231975154,138,"[[0,0,0],[1,0,0],[0,1,1],[0,0,0],[0,1,0],[0,0,0],[0,0,0],[0,0,0],[1,0,0],[0,0,1],[0,0,0],[1,1,1],[0,0,0],[1,0,0],[0,0,0],[0,0,1],[0,0,0],[0,0,0],[0,0,0],[0,0,2]]",Cramomille,7
542,1759231975154,137,"[[0,0,0],[0,0,0],[1,0,1],[1,0,1],[1,0,0],[0,1,0],[0,0,0],[0,0,0],[0,0,0],[0,0,0],[1,0,0],[0,0,0],[0,0,0],[1,0,0],[0,1,0],[0,1,0],[0,1,0],[0,0,0],[1,0,0],[1,0,0]]",Angelo,6
543,1759242683704,599,"[[1,0,1],[0,1,1],[1,1,0],[0,1,1],[1,2,1],[1,0,0],[1,3,0],[3,3,0],[1,0,1],[2,1,0],[3,1,0],[3,0,1],[0,0,3],[3,1,0],[1,1,0],[3,0,1],[0,1,0],[1,3,0],[0,0,1],[1,0,1]]",Number One,0
544,1759242683704,433,"[[0,0,0],[1,0,0],[1,0,1],[1,0,0],[1,2,1],[1,0,0],[1,1,0],[3,3,0],[0,0,1],[2,1,0],[3,1,0],[0,1,0],[0,1,0],[0,0,0],[1,1,0],[3,0,1],[0,0,0],[1,3,0],[1,0,0],[0,1,1]]",Louis CLXXX,5
545,1759242683704,307,"[[0,1,0],[0,0,1],[0,0,0],[0,1,1],[1,0,1],[1,0,0],[0,0,1],[1,1,3],[1,0,0],[2,1,0],[0,1,1],[1,1,0],[1,0,1],[3,1,0],[0,1,0],[0,0,1],[0,1,0],[1,0,0],[0,0,0],[0,0,0]]",Robull,4
546,1759242683704,287,"[[1,0,0],[1,0,0],[1,1,0],[0,0,0],[0,1,0],[0,0,0],[1,3,0],[0,0,0],[1,0,1],[1,0,0],[1,0,0],[3,0,1],[0,0,3],[1,1,0],[0,0,0],[0,0,1],[1,0,0],[0,0,1],[0,0,0],[1,0,1]]",Cramomille,7
547,1759242683704,141,"[[1,0,1],[0,1,1],[0,0,0],[0,0,0],[1,1,1],[0,1,0],[0,0,0],[0,1,0],[0,0,0],[0,1,0],[0,0,0],[0,0,0],[0,0,0],[0,0,1],[1,0,0],[1,0,2],[0,0,0],[0,0,0],[0,0,1],[0,0,0]]",Angelo,6
548,1759318670248,717,"[[0,1,1],[0,3,0],[1,1,0],[1,1,1],[1,1,1],[1,1,1],[0,0,1],[1,2,0],[1,3,0],[1,0,1],[1,1,1],[1,0,1],[3,0,0],[1,0,3],[1,1,1],[1,0,1],[3,3,3],[0,1,2],[3,0,2],[0,1,1]]",Number One,0
549,1759318670248,506,"[[1,0,0],[0,0,0],[1,1,0],[0,1,1],[1,1,1],[1,1,1],[0,0,0],[0,0,0],[1,3,0],[0,0,1],[1,1,0],[1,0,1],[1,1,0],[1,0,1],[1,1,0],[0,1,0],[3,3,3],[1,1,0],[1,1,1],[0,1,0]]",Louis CLXXX,5
550,1759318670248,472,"[[0,1,1],[0,0,0],[0,1,1],[0,0,0],[0,0,0],[1,1,1],[0,0,0],[1,2,0],[1,0,1],[1,1,0],[1,1,1],[1,1,0],[1,1,1],[1,0,3],[0,0,0],[1,0,1],[3,0,0],[0,1,2],[3,0,2],[0,0,0]]",Robull,4
